timestamp,location_id,avg_speed
2025-06-14 17:20:09.719847,OMR,20.28
2025-06-14 18:20:09.719847,OMR,19.89
2025-06-14 19:20:09.719847,OMR,22.39
2025-06-14 20:20:09.719847,OMR,28.91
2025-06-14 21:20:09.719847,OMR,47.61
2025-06-14 22:20:09.719847,OMR,60.77
2025-06-14 23:20:09.719847,OMR,59.81
2025-06-15 00:20:09.719847,OMR,58.84
2025-06-15 01:20:09.719847,OMR,61.84
2025-06-15 02:20:09.719847,OMR,55.35
2025-06-15 03:20:09.719847,OMR,59.39
2025-06-15 04:20:09.719847,OMR,53.65
2025-06-15 05:20:09.719847,OMR,55.75
2025-06-15 06:20:09.719847,OMR,55.23
2025-06-15 07:20:09.719847,OMR,43.86
2025-06-15 08:20:09.719847,OMR,18.87
2025-06-15 09:20:09.719847,OMR,18.63
2025-06-15 10:20:09.719847,OMR,24.77
2025-06-15 11:20:09.719847,OMR,22.59
2025-06-15 12:20:09.719847,OMR,30.54
2025-06-15 13:20:09.719847,OMR,27.41
2025-06-15 14:20:09.719847,OMR,33.96
2025-06-15 15:20:09.719847,OMR,31.32
2025-06-15 16:20:09.719847,OMR,29.98
2025-06-15 17:20:09.719847,OMR,26.47
2025-06-15 18:20:09.719847,OMR,25.29
2025-06-15 19:20:09.719847,OMR,18.34
2025-06-15 20:20:09.719847,OMR,35.48
2025-06-15 21:20:09.719847,OMR,40.08
2025-06-15 22:20:09.719847,OMR,18.04
2025-06-15 23:20:09.719847,OMR,55.09
2025-06-16 00:20:09.719847,OMR,50.66
2025-06-16 01:20:09.719847,OMR,45.98
2025-06-16 02:20:09.719847,OMR,46.11
2025-06-16 03:20:09.719847,OMR,51.2
2025-06-16 04:20:09.719847,OMR,52.23
2025-06-16 05:20:09.719847,OMR,49.42
2025-06-16 06:20:09.719847,OMR,47.42
2025-06-16 07:20:09.719847,OMR,34.93
2025-06-16 08:20:09.719847,OMR,17.68
2025-06-16 09:20:09.719847,OMR,20.06
2025-06-16 10:20:09.719847,OMR,26.27
2025-06-16 11:20:09.719847,OMR,26.17
2025-06-16 12:20:09.719847,OMR,39.72
2025-06-16 13:20:09.719847,OMR,32.73
2025-06-16 14:20:09.719847,OMR,34.26
2025-06-16 15:20:09.719847,OMR,42.03
2025-06-16 16:20:09.719847,OMR,7.48
2025-06-16 17:20:09.719847,OMR,23.03
2025-06-16 18:20:09.719847,OMR,23.41
2025-06-16 19:20:09.719847,OMR,22.28
2025-06-16 20:20:09.719847,OMR,25.09
2025-06-16 21:20:09.719847,OMR,35.66
2025-06-16 22:20:09.719847,OMR,49.31
2025-06-16 23:20:09.719847,OMR,50.7
2025-06-17 00:20:09.719847,OMR,44.71
2025-06-17 01:20:09.719847,OMR,53.64
2025-06-17 02:20:09.719847,OMR,48.92
2025-06-17 03:20:09.719847,OMR,51.15
2025-06-17 04:20:09.719847,OMR,50.76
2025-06-17 05:20:09.719847,OMR,46.67
2025-06-17 06:20:09.719847,OMR,51.84
2025-06-17 07:20:09.719847,OMR,41.62
2025-06-17 08:20:09.719847,OMR,18.76
2025-06-17 09:20:09.719847,OMR,20.25
2025-06-17 10:20:09.719847,OMR,29.2
2025-06-17 11:20:09.719847,OMR,24.62
2025-06-17 12:20:09.719847,OMR,33.43
2025-06-17 13:20:09.719847,OMR,32.85
2025-06-17 14:20:09.719847,OMR,37.92
2025-06-17 15:20:09.719847,OMR,38.4
2025-06-17 16:20:09.719847,OMR,21.62
2025-06-17 17:20:09.719847,OMR,17.35
2025-06-17 18:20:09.719847,OMR,18.97
2025-06-17 19:20:09.719847,OMR,15.9
2025-06-17 20:20:09.719847,OMR,22.1
2025-06-17 21:20:09.719847,OMR,37.8
2025-06-17 22:20:09.719847,OMR,50.11
2025-06-17 23:20:09.719847,OMR,53.5
2025-06-18 00:20:09.719847,OMR,46.97
2025-06-18 01:20:09.719847,OMR,46.45
2025-06-18 02:20:09.719847,OMR,44.52
2025-06-18 03:20:09.719847,OMR,53.36
2025-06-18 04:20:09.719847,OMR,50.7
2025-06-18 05:20:09.719847,OMR,45.47
2025-06-18 06:20:09.719847,OMR,46.24
2025-06-18 07:20:09.719847,OMR,39.64
2025-06-18 08:20:09.719847,OMR,16.54
2025-06-18 09:20:09.719847,OMR,21.12
2025-06-18 10:20:09.719847,OMR,27.36
2025-06-18 11:20:09.719847,OMR,23.72
2025-06-18 12:20:09.719847,OMR,12.02
2025-06-18 13:20:09.719847,OMR,33.65
2025-06-18 14:20:09.719847,OMR,32.9
2025-06-18 15:20:09.719847,OMR,39.53
2025-06-18 16:20:09.719847,OMR,22.22
2025-06-18 17:20:09.719847,OMR,18.48
2025-06-18 18:20:09.719847,OMR,18.08
2025-06-18 19:20:09.719847,OMR,19.9
2025-06-18 20:20:09.719847,OMR,21.7
2025-06-18 21:20:09.719847,OMR,38.75
2025-06-18 22:20:09.719847,OMR,52.3
2025-06-18 23:20:09.719847,OMR,45.37
2025-06-19 00:20:09.719847,OMR,50.16
2025-06-19 01:20:09.719847,OMR,49.6
2025-06-19 02:20:09.719847,OMR,49.49
2025-06-19 03:20:09.719847,OMR,50.17
2025-06-19 04:20:09.719847,OMR,49.19
2025-06-19 05:20:09.719847,OMR,47.6
2025-06-19 06:20:09.719847,OMR,52.79
2025-06-19 07:20:09.719847,OMR,33.18
2025-06-19 08:20:09.719847,OMR,13.93
2025-06-19 09:20:09.719847,OMR,20.58
2025-06-19 10:20:09.719847,OMR,24.43
2025-06-19 11:20:09.719847,OMR,21.48
2025-06-19 12:20:09.719847,OMR,35.31
2025-06-19 13:20:09.719847,OMR,39.46
2025-06-19 14:20:09.719847,OMR,41.27
2025-06-19 15:20:09.719847,OMR,40.53
2025-06-19 16:20:09.719847,OMR,23.02
2025-06-19 17:20:09.719847,OMR,21.81
2025-06-19 18:20:09.719847,OMR,17.87
2025-06-19 19:20:09.719847,OMR,21.51
2025-06-19 20:20:09.719847,OMR,30.55
2025-06-19 21:20:09.719847,OMR,36.78
2025-06-19 22:20:09.719847,OMR,51.28
2025-06-19 23:20:09.719847,OMR,52.76
2025-06-20 00:20:09.719847,OMR,52.0
2025-06-20 01:20:09.719847,OMR,52.69
2025-06-20 02:20:09.719847,OMR,43.85
2025-06-20 03:20:09.719847,OMR,44.65
2025-06-20 04:20:09.719847,OMR,53.24
2025-06-20 05:20:09.719847,OMR,49.47
2025-06-20 06:20:09.719847,OMR,48.22
2025-06-20 07:20:09.719847,OMR,35.78
2025-06-20 08:20:09.719847,OMR,21.27
2025-06-20 09:20:09.719847,OMR,21.64
2025-06-20 10:20:09.719847,OMR,26.19
2025-06-20 11:20:09.719847,OMR,26.74
2025-06-20 12:20:09.719847,OMR,41.37
2025-06-20 13:20:09.719847,OMR,33.66
2025-06-20 14:20:09.719847,OMR,40.11
2025-06-20 15:20:09.719847,OMR,33.5
2025-06-20 16:20:09.719847,OMR,28.25
2025-06-20 17:20:09.719847,OMR,21.96
2025-06-20 18:20:09.719847,OMR,14.56
2025-06-20 19:20:09.719847,OMR,23.61
2025-06-20 20:20:09.719847,OMR,24.95
2025-06-20 21:20:09.719847,OMR,41.96
2025-06-20 22:20:09.719847,OMR,51.27
2025-06-20 23:20:09.719847,OMR,44.57
2025-06-21 00:20:09.719847,OMR,59.07
2025-06-21 01:20:09.719847,OMR,62.55
2025-06-21 02:20:09.719847,OMR,17.52
2025-06-21 03:20:09.719847,OMR,58.17
2025-06-21 04:20:09.719847,OMR,54.67
2025-06-21 05:20:09.719847,OMR,59.98
2025-06-21 06:20:09.719847,OMR,59.32
2025-06-21 07:20:09.719847,OMR,43.74
2025-06-21 08:20:09.719847,OMR,26.18
2025-06-21 09:20:09.719847,OMR,8.14
2025-06-21 10:20:09.719847,OMR,25.69
2025-06-21 11:20:09.719847,OMR,24.91
2025-06-21 12:20:09.719847,OMR,34.92
2025-06-21 13:20:09.719847,OMR,30.53
2025-06-21 14:20:09.719847,OMR,30.22
2025-06-21 15:20:09.719847,OMR,31.95
2025-06-21 16:20:09.719847,OMR,32.77
2025-06-21 17:20:09.719847,OMR,26.51
2025-06-21 18:20:09.719847,OMR,20.3
2025-06-21 19:20:09.719847,OMR,26.4
2025-06-21 20:20:09.719847,OMR,32.69
2025-06-21 21:20:09.719847,OMR,41.87
2025-06-21 22:20:09.719847,OMR,57.02
2025-06-21 23:20:09.719847,OMR,54.26
2025-06-22 00:20:09.719847,OMR,63.35
2025-06-22 01:20:09.719847,OMR,58.85
2025-06-22 02:20:09.719847,OMR,61.62
2025-06-22 03:20:09.719847,OMR,55.11
2025-06-22 04:20:09.719847,OMR,61.71
2025-06-22 05:20:09.719847,OMR,60.74
2025-06-22 06:20:09.719847,OMR,57.67
2025-06-22 07:20:09.719847,OMR,48.65
2025-06-22 08:20:09.719847,OMR,17.76
2025-06-22 09:20:09.719847,OMR,25.6
2025-06-22 10:20:09.719847,OMR,17.5
2025-06-22 11:20:09.719847,OMR,19.8
2025-06-22 12:20:09.719847,OMR,33.41
2025-06-22 13:20:09.719847,OMR,29.68
2025-06-22 14:20:09.719847,OMR,27.73
2025-06-22 15:20:09.719847,OMR,33.64
2025-06-22 16:20:09.719847,OMR,36.49
2025-06-22 17:20:09.719847,OMR,23.05
2025-06-22 18:20:09.719847,OMR,26.94
2025-06-22 19:20:09.719847,OMR,19.97
2025-06-22 20:20:09.719847,OMR,27.78
2025-06-22 21:20:09.719847,OMR,46.05
2025-06-22 22:20:09.719847,OMR,60.2
2025-06-22 23:20:09.719847,OMR,57.07
2025-06-23 00:20:09.719847,OMR,50.45
2025-06-23 01:20:09.719847,OMR,51.46
2025-06-23 02:20:09.719847,OMR,52.26
2025-06-23 03:20:09.719847,OMR,49.35
2025-06-23 04:20:09.719847,OMR,47.77
2025-06-23 05:20:09.719847,OMR,44.03
2025-06-23 06:20:09.719847,OMR,49.94
2025-06-23 07:20:09.719847,OMR,34.62
2025-06-23 08:20:09.719847,OMR,13.89
2025-06-23 09:20:09.719847,OMR,19.64
2025-06-23 10:20:09.719847,OMR,25.62
2025-06-23 11:20:09.719847,OMR,24.73
2025-06-23 12:20:09.719847,OMR,40.33
2025-06-23 13:20:09.719847,OMR,38.71
2025-06-23 14:20:09.719847,OMR,41.99
2025-06-23 15:20:09.719847,OMR,41.76
2025-06-23 16:20:09.719847,OMR,23.83
2025-06-23 17:20:09.719847,OMR,23.55
2025-06-23 18:20:09.719847,OMR,17.03
2025-06-23 19:20:09.719847,OMR,16.15
2025-06-23 20:20:09.719847,OMR,22.53
2025-06-23 21:20:09.719847,OMR,34.01
2025-06-23 22:20:09.719847,OMR,50.15
2025-06-23 23:20:09.719847,OMR,47.19
2025-06-24 00:20:09.719847,OMR,48.48
2025-06-24 01:20:09.719847,OMR,45.46
2025-06-24 02:20:09.719847,OMR,44.15
2025-06-24 03:20:09.719847,OMR,46.52
2025-06-24 04:20:09.719847,OMR,44.63
2025-06-24 05:20:09.719847,OMR,48.35
2025-06-24 06:20:09.719847,OMR,47.38
2025-06-24 07:20:09.719847,OMR,39.39
2025-06-24 08:20:09.719847,OMR,21.74
2025-06-24 09:20:09.719847,OMR,14.56
2025-06-24 10:20:09.719847,OMR,30.45
2025-06-24 11:20:09.719847,OMR,24.01
2025-06-24 12:20:09.719847,OMR,39.97
2025-06-24 13:20:09.719847,OMR,34.58
2025-06-24 14:20:09.719847,OMR,37.34
2025-06-24 15:20:09.719847,OMR,36.18
2025-06-24 16:20:09.719847,OMR,28.72
2025-06-24 17:20:09.719847,OMR,16.27
2025-06-24 18:20:09.719847,OMR,22.7
2025-06-24 19:20:09.719847,OMR,19.07
2025-06-24 20:20:09.719847,OMR,25.72
2025-06-24 21:20:09.719847,OMR,34.92
2025-06-24 22:20:09.719847,OMR,47.51
2025-06-24 23:20:09.719847,OMR,46.96
2025-06-25 00:20:09.719847,OMR,47.01
2025-06-25 01:20:09.719847,OMR,52.64
2025-06-25 02:20:09.719847,OMR,50.53
2025-06-25 03:20:09.719847,OMR,48.72
2025-06-25 04:20:09.719847,OMR,49.11
2025-06-25 05:20:09.719847,OMR,51.19
2025-06-25 06:20:09.719847,OMR,45.01
2025-06-25 07:20:09.719847,OMR,36.12
2025-06-25 08:20:09.719847,OMR,19.45
2025-06-25 09:20:09.719847,OMR,23.61
2025-06-25 10:20:09.719847,OMR,23.62
2025-06-25 11:20:09.719847,OMR,22.77
2025-06-25 12:20:09.719847,OMR,34.1
2025-06-25 13:20:09.719847,OMR,35.34
2025-06-25 14:20:09.719847,OMR,41.46
2025-06-25 15:20:09.719847,OMR,37.74
2025-06-25 16:20:09.719847,OMR,31.07
2025-06-25 17:20:09.719847,OMR,17.72
2025-06-25 18:20:09.719847,OMR,22.4
2025-06-25 19:20:09.719847,OMR,16.32
2025-06-25 20:20:09.719847,OMR,27.93
2025-06-25 21:20:09.719847,OMR,38.06
2025-06-25 22:20:09.719847,OMR,46.54
2025-06-25 23:20:09.719847,OMR,45.61
2025-06-26 00:20:09.719847,OMR,47.99
2025-06-26 01:20:09.719847,OMR,46.16
2025-06-26 02:20:09.719847,OMR,49.84
2025-06-26 03:20:09.719847,OMR,49.55
2025-06-26 04:20:09.719847,OMR,48.55
2025-06-26 05:20:09.719847,OMR,44.26
2025-06-26 06:20:09.719847,OMR,45.08
2025-06-26 07:20:09.719847,OMR,42.39
2025-06-26 08:20:09.719847,OMR,21.84
2025-06-26 09:20:09.719847,OMR,20.56
2025-06-26 10:20:09.719847,OMR,27.2
2025-06-26 11:20:09.719847,OMR,25.36
2025-06-26 12:20:09.719847,OMR,41.79
2025-06-26 13:20:09.719847,OMR,42.14
2025-06-26 14:20:09.719847,OMR,39.8
2025-06-26 15:20:09.719847,OMR,34.3
2025-06-26 16:20:09.719847,OMR,28.65
2025-06-26 17:20:09.719847,OMR,22.16
2025-06-26 18:20:09.719847,OMR,21.7
2025-06-26 19:20:09.719847,OMR,15.38
2025-06-26 20:20:09.719847,OMR,29.39
2025-06-26 21:20:09.719847,OMR,37.72
2025-06-26 22:20:09.719847,OMR,52.51
2025-06-26 23:20:09.719847,OMR,51.9
2025-06-27 00:20:09.719847,OMR,47.51
2025-06-27 01:20:09.719847,OMR,46.75
2025-06-27 02:20:09.719847,OMR,48.77
2025-06-27 03:20:09.719847,OMR,52.73
2025-06-27 04:20:09.719847,OMR,49.17
2025-06-27 05:20:09.719847,OMR,49.98
2025-06-27 06:20:09.719847,OMR,53.14
2025-06-27 07:20:09.719847,OMR,35.84
2025-06-27 08:20:09.719847,OMR,21.69
2025-06-27 09:20:09.719847,OMR,19.08
2025-06-27 10:20:09.719847,OMR,29.13
2025-06-27 11:20:09.719847,OMR,24.36
2025-06-27 12:20:09.719847,OMR,39.93
2025-06-27 13:20:09.719847,OMR,38.19
2025-06-27 14:20:09.719847,OMR,41.26
2025-06-27 15:20:09.719847,OMR,40.7
2025-06-27 16:20:09.719847,OMR,29.71
2025-06-27 17:20:09.719847,OMR,17.72
2025-06-27 18:20:09.719847,OMR,15.24
2025-06-27 19:20:09.719847,OMR,20.97
2025-06-27 20:20:09.719847,OMR,27.66
2025-06-27 21:20:09.719847,OMR,37.92
2025-06-27 22:20:09.719847,OMR,47.2
2025-06-27 23:20:09.719847,OMR,52.82
2025-06-28 00:20:09.719847,OMR,57.49
2025-06-28 01:20:09.719847,OMR,62.96
2025-06-28 02:20:09.719847,OMR,59.35
2025-06-28 03:20:09.719847,OMR,17.88
2025-06-28 04:20:09.719847,OMR,62.21
2025-06-28 05:20:09.719847,OMR,59.14
2025-06-28 06:20:09.719847,OMR,62.71
2025-06-28 07:20:09.719847,OMR,41.51
2025-06-28 08:20:09.719847,OMR,23.56
2025-06-28 09:20:09.719847,OMR,24.86
2025-06-28 10:20:09.719847,OMR,25.25
2025-06-28 11:20:09.719847,OMR,17.13
2025-06-28 12:20:09.719847,OMR,33.38
2025-06-28 13:20:09.719847,OMR,34.2
2025-06-28 14:20:09.719847,OMR,30.18
2025-06-28 15:20:09.719847,OMR,28.98
2025-06-28 16:20:09.719847,OMR,29.84
2025-06-28 17:20:09.719847,OMR,17.54
2025-06-28 18:20:09.719847,OMR,21.48
2025-06-28 19:20:09.719847,OMR,26.69
2025-06-28 20:20:09.719847,OMR,29.96
2025-06-28 21:20:09.719847,OMR,44.51
2025-06-28 22:20:09.719847,OMR,58.01
2025-06-28 23:20:09.719847,OMR,55.25
2025-06-29 00:20:09.719847,OMR,57.67
2025-06-29 01:20:09.719847,OMR,57.11
2025-06-29 02:20:09.719847,OMR,17.94
2025-06-29 03:20:09.719847,OMR,60.12
2025-06-29 04:20:09.719847,OMR,63.1
2025-06-29 05:20:09.719847,OMR,57.63
2025-06-29 06:20:09.719847,OMR,63.45
2025-06-29 07:20:09.719847,OMR,45.94
2025-06-29 08:20:09.719847,OMR,24.99
2025-06-29 09:20:09.719847,OMR,26.48
2025-06-29 10:20:09.719847,OMR,17.9
2025-06-29 11:20:09.719847,OMR,20.72
2025-06-29 12:20:09.719847,OMR,25.65
2025-06-29 13:20:09.719847,OMR,29.53
2025-06-29 14:20:09.719847,OMR,29.4
2025-06-29 15:20:09.719847,OMR,30.59
2025-06-29 16:20:09.719847,OMR,28.31
2025-06-29 17:20:09.719847,OMR,26.96
2025-06-29 18:20:09.719847,OMR,20.2
2025-06-29 19:20:09.719847,OMR,21.58
2025-06-29 20:20:09.719847,OMR,28.05
2025-06-29 21:20:09.719847,OMR,46.58
2025-06-29 22:20:09.719847,OMR,55.71
2025-06-29 23:20:09.719847,OMR,18.06
2025-06-30 00:20:09.719847,OMR,44.78
2025-06-30 01:20:09.719847,OMR,45.52
2025-06-30 02:20:09.719847,OMR,46.12
2025-06-30 03:20:09.719847,OMR,46.17
2025-06-30 04:20:09.719847,OMR,52.3
2025-06-30 05:20:09.719847,OMR,47.71
2025-06-30 06:20:09.719847,OMR,45.79
2025-06-30 07:20:09.719847,OMR,12.44
2025-06-30 08:20:09.719847,OMR,14.6
2025-06-30 09:20:09.719847,OMR,14.01
2025-06-30 10:20:09.719847,OMR,27.07
2025-06-30 11:20:09.719847,OMR,30.17
2025-06-30 12:20:09.719847,OMR,35.91
2025-06-30 13:20:09.719847,OMR,36.29
2025-06-30 14:20:09.719847,OMR,35.17
2025-06-30 15:20:09.719847,OMR,36.58
2025-06-30 16:20:09.719847,OMR,25.6
2025-06-30 17:20:09.719847,OMR,23.23
2025-06-30 18:20:09.719847,OMR,15.15
2025-06-30 19:20:09.719847,OMR,18.62
2025-06-30 20:20:09.719847,OMR,29.24
2025-06-30 21:20:09.719847,OMR,32.72
2025-06-30 22:20:09.719847,OMR,49.15
2025-06-30 23:20:09.719847,OMR,46.32
2025-07-01 00:20:09.719847,OMR,52.09
2025-07-01 01:20:09.719847,OMR,48.99
2025-07-01 02:20:09.719847,OMR,13.94
2025-07-01 03:20:09.719847,OMR,52.88
2025-07-01 04:20:09.719847,OMR,49.5
2025-07-01 05:20:09.719847,OMR,49.28
2025-07-01 06:20:09.719847,OMR,52.04
2025-07-01 07:20:09.719847,OMR,32.6
2025-07-01 08:20:09.719847,OMR,22.75
2025-07-01 09:20:09.719847,OMR,19.72
2025-07-01 10:20:09.719847,OMR,27.89
2025-07-01 11:20:09.719847,OMR,30.39
2025-07-01 12:20:09.719847,OMR,36.32
2025-07-01 13:20:09.719847,OMR,32.96
2025-07-01 14:20:09.719847,OMR,39.87
2025-07-01 15:20:09.719847,OMR,38.52
2025-07-01 16:20:09.719847,OMR,25.14
2025-07-01 17:20:09.719847,OMR,17.3
2025-07-01 18:20:09.719847,OMR,16.72
2025-07-01 19:20:09.719847,OMR,18.51
2025-07-01 20:20:09.719847,OMR,30.61
2025-07-01 21:20:09.719847,OMR,34.64
2025-07-01 22:20:09.719847,OMR,46.36
2025-07-01 23:20:09.719847,OMR,44.25
2025-07-02 00:20:09.719847,OMR,49.71
2025-07-02 01:20:09.719847,OMR,51.45
2025-07-02 02:20:09.719847,OMR,44.49
2025-07-02 03:20:09.719847,OMR,48.69
2025-07-02 04:20:09.719847,OMR,48.09
2025-07-02 05:20:09.719847,OMR,51.93
2025-07-02 06:20:09.719847,OMR,50.69
2025-07-02 07:20:09.719847,OMR,38.39
2025-07-02 08:20:09.719847,OMR,14.66
2025-07-02 09:20:09.719847,OMR,15.11
2025-07-02 10:20:09.719847,OMR,25.7
2025-07-02 11:20:09.719847,OMR,26.66
2025-07-02 12:20:09.719847,OMR,39.81
2025-07-02 13:20:09.719847,OMR,39.08
2025-07-02 14:20:09.719847,OMR,40.98
2025-07-02 15:20:09.719847,OMR,37.39
2025-07-02 16:20:09.719847,OMR,31.12
2025-07-02 17:20:09.719847,OMR,14.14
2025-07-02 18:20:09.719847,OMR,23.0
2025-07-02 19:20:09.719847,OMR,19.42
2025-07-02 20:20:09.719847,OMR,21.58
2025-07-02 21:20:09.719847,OMR,35.46
2025-07-02 22:20:09.719847,OMR,53.45
2025-07-02 23:20:09.719847,OMR,48.48
2025-07-03 00:20:09.719847,OMR,52.18
2025-07-03 01:20:09.719847,OMR,52.03
2025-07-03 02:20:09.719847,OMR,49.7
2025-07-03 03:20:09.719847,OMR,44.94
2025-07-03 04:20:09.719847,OMR,50.7
2025-07-03 05:20:09.719847,OMR,50.99
2025-07-03 06:20:09.719847,OMR,46.89
2025-07-03 07:20:09.719847,OMR,40.4
2025-07-03 08:20:09.719847,OMR,20.0
2025-07-03 09:20:09.719847,OMR,19.9
2025-07-03 10:20:09.719847,OMR,21.49
2025-07-03 11:20:09.719847,OMR,21.46
2025-07-03 12:20:09.719847,OMR,37.78
2025-07-03 13:20:09.719847,OMR,40.48
2025-07-03 14:20:09.719847,OMR,36.0
2025-07-03 15:20:09.719847,OMR,36.51
2025-07-03 16:20:09.719847,OMR,27.52
2025-07-03 17:20:09.719847,OMR,23.59
2025-07-03 18:20:09.719847,OMR,17.92
2025-07-03 19:20:09.719847,OMR,21.12
2025-07-03 20:20:09.719847,OMR,22.35
2025-07-03 21:20:09.719847,OMR,35.36
2025-07-03 22:20:09.719847,OMR,46.07
2025-07-03 23:20:09.719847,OMR,43.92
2025-07-04 00:20:09.719847,OMR,48.02
2025-07-04 01:20:09.719847,OMR,50.53
2025-07-04 02:20:09.719847,OMR,53.24
2025-07-04 03:20:09.719847,OMR,44.63
2025-07-04 04:20:09.719847,OMR,52.53
2025-07-04 05:20:09.719847,OMR,48.41
2025-07-04 06:20:09.719847,OMR,45.41
2025-07-04 07:20:09.719847,OMR,34.81
2025-07-04 08:20:09.719847,OMR,20.24
2025-07-04 09:20:09.719847,OMR,18.87
2025-07-04 10:20:09.719847,OMR,23.01
2025-07-04 11:20:09.719847,OMR,23.11
2025-07-04 12:20:09.719847,OMR,35.99
2025-07-04 13:20:09.719847,OMR,42.18
2025-07-04 14:20:09.719847,OMR,41.77
2025-07-04 15:20:09.719847,OMR,34.23
2025-07-04 16:20:09.719847,OMR,28.83
2025-07-04 17:20:09.719847,OMR,15.28
2025-07-04 18:20:09.719847,OMR,15.99
2025-07-04 19:20:09.719847,OMR,19.12
2025-07-04 20:20:09.719847,OMR,27.04
2025-07-04 21:20:09.719847,OMR,41.27
2025-07-04 22:20:09.719847,OMR,45.03
2025-07-04 23:20:09.719847,OMR,53.29
2025-07-05 00:20:09.719847,OMR,61.58
2025-07-05 01:20:09.719847,OMR,58.99
2025-07-05 02:20:09.719847,OMR,57.57
2025-07-05 03:20:09.719847,OMR,56.08
2025-07-05 04:20:09.719847,OMR,58.44
2025-07-05 05:20:09.719847,OMR,55.69
2025-07-05 06:20:09.719847,OMR,54.25
2025-07-05 07:20:09.719847,OMR,44.94
2025-07-05 08:20:09.719847,OMR,23.42
2025-07-05 09:20:09.719847,OMR,20.97
2025-07-05 10:20:09.719847,OMR,21.65
2025-07-05 11:20:09.719847,OMR,24.78
2025-07-05 12:20:09.719847,OMR,31.58
2025-07-05 13:20:09.719847,OMR,33.67
2025-07-05 14:20:09.719847,OMR,33.36
2025-07-05 15:20:09.719847,OMR,31.79
2025-07-05 16:20:09.719847,OMR,34.02
2025-07-05 17:20:09.719847,OMR,26.3
2025-07-05 18:20:09.719847,OMR,17.79
2025-07-05 19:20:09.719847,OMR,18.78
2025-07-05 20:20:09.719847,OMR,33.93
